GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), 0-30mph Time(s),0-60mph Time(s),40-60mph Time(s),Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Accelerator PedalPosition F(%),Actual engine % torque(%),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Average trip speed(whilst moving only)(mph),Average trip speed(whilst stopped or moving)(mph),Cost per mile/km (Instant)($/m),Cost per mile/km (Trip)($/m),Drivers demand engine % torque(%),EGR Commanded(%),EGR Error(%),Engine Load(%),Engine Load(Absolute)(%),Engine Oil Temperature(Â°C),Engine reference torque(Nm),Engine RPM(rpm),Exhaust gas temp Bank 1 Sensor 1(Â°C),Exhaust gas temp Bank 1 Sensor 2(Â°C),Exhaust gas temp Bank 2 Sensor 1(Â°C),Exhaust gas temp Bank 2 Sensor 2(Â°C),Exhaust Pressure(psi),Fuel flow rate/hour(gal/hr),Fuel flow rate/minute(gal/min),Fuel Rate (direct from ECU)(L/m),GPS Accuracy(ft),GPS Altitude(ft),GPS Bearing(Â°),GPS Latitude(Â°),GPS Longitude(Â°),GPS Satellites,Horsepower (At the wheels)(hp),Intake Air Temperature(Â°C),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Percentage of City driving(%),Percentage of Highway driving(%),Relative Accelerator Pedal Position(%),Relative Throttle Position(%),Run time since engine start(s),Speed (GPS)(mph),Speed (OBD)(mph),Throttle Position(Manifold)(%),Torque(Nm),Transmission Temperature(Method 2)(Â°C),Trip Distance(miles),Trip time(whilst moving)(s),Trip time(whilst stationary)(s)
Fri May 25 19:28:11 EDT 2018,28:11.2,-79.85995459,43.74585498,15.287901,3,229.9467504,218.31566,-3.32075787,-6.36259079,5.03500605,-0.00228579,-,-,-,4.31372547,-0.09086788,0,0,-,-,0,29.39955139,29.96821594,19.00632668,0.02910865,0.05898475,-,-,-,18.8235302,14.90196037,-,-,1162.5,-,-,-,-,-,0,0,-,9.84251976,754.418457,218.3156586,43.74585342,-79.85995483,14,-,32,217.6716766,23.78425026,46.29846191,5.61824369,-,1.17647064,639,34.19805908,32.31130219,4.70588255,-,-,2.89791346,344.5150147,301.5610046
Fri May 25 19:28:14 EDT 2018,28:14.2,-79.86026873,43.74557153,11.257818,3,230.1435421,219.32066,-4.21738625,-9.36611748,5.64792204,-0.04622732,-,-,-,4.70588255,-0.04899024,0,0,-,-,0,29.39955139,29.96247673,19.07433701,0.00623972,0.0584362,-,-,-,16.07843208,12.54901981,-,-,1387.5,-,-,-,-,-,0,0,-,9.84251976,755.0640869,219.3206635,43.74557114,-79.86026764,15,-,32,217.6716766,23.80002213,46.57071304,5.58976078,-,0.78431374,642,25.18302155,23.61210442,4.70588255,-,-,2.9230175,347.8070068,301.5610046
Fri May 25 19:28:17 EDT 2018,28:17.2,-79.86052578,43.74534909,11.399897,3,230.2088499,219.09685,-3.42849684,-6.7468605,6.39251852,0.03172529,-,-,-,14.11764717,0.02321782,27.84313774,27.45098114,-,-,12.49957561,13.95575809,29.89767647,19.10380173,0.71736544,0.05837361,-,-,-,68.62744904,53.33333206,-,-,1525,-,-,-,-,-,2.3148334,0.03858056,-,9.84251976,755.2783814,219.0968475,43.74534988,-79.86052704,15,18.29198265,33,4.56481504,23.78273582,46.79693222,5.56609392,-,10.1960783,645,25.50084114,26.09758949,14.50980377,84.71723175,-,2.94305134,350.5679932,301.5610046
Fri May 25 19:28:20 EDT 2018,28:20.2,-79.86080653,43.74508471,13.321033,3,230.1035116,218.23416,-2.77847099,-6.82227755,5.59884071,-0.00107352,-,-,-,16.07843208,-0.05649858,32.15686417,31.37254906,-,-,14.79779625,14.77357197,29.87184525,19.15694046,0.12200594,0.0585645,-,-,-,52.15686417,57.25490189,-,-,1125,-,-,-,-,-,1.15790939,0.01929849,-,9.84251976,754.9328003,218.2341614,43.74508286,-79.86080933,15,14.1043129,32,10.95089436,23.74343681,47.06400299,5.53815317,-,12.15686321,648,29.79829979,29.82581711,16.07843208,96.34654236,-,2.96608663,353.8580017,301.5610046
Fri May 25 19:28:23 EDT 2018,28:23.2,-79.86111338,43.74479252,13.8060255,3,230.073221,218.25548,-4.19942999,-6.85819054,5.59524918,0.03187086,-,-,-,4.70588255,0.03523032,0,0,-,-,14.84759235,16.73398972,29.87153625,19.2026329,0.09645588,0.05850039,-,-,-,22.74509811,25.88235283,-,-,1112.5,-,-,-,-,-,0,0,-,9.84251976,754.8334351,218.2554779,43.74479294,-79.8611145,15,14.1043129,32,217.6716766,23.73673058,47.28839111,5.51467752,-,0.78431374,651,30.88319969,29.82581711,6.27450991,96.34654236,-,2.99144006,356.6480103,301.5610046
Fri May 25 19:28:26 EDT 2018,28:26.2,-79.86141377,43.74451007,12.492482,3,230.1515672,218.87947,-4.10725307,-7.13831234,5.62517691,0.02696085,-,-,-,4.31372547,-0.00227007,0,0,-,-,0,29.39955139,29.85873604,19.26250648,0,0.05796995,-,-,-,20.3921566,15.68627453,-,-,1125,-,-,-,-,-,0,0,-,9.84251976,755.0904541,218.8794708,43.74451065,-79.86141205,15,-,32,217.6716766,23.74816513,47.51993942,5.49045277,-,1.17647064,654,27.94488525,27.34033203,4.70588255,-,-,3.01606321,360.0419922,301.5610046
Fri May 25 19:28:29 EDT 2018,28:29.2,-79.86168808,43.74425686,11.239002,3,230.3034825,218.43065,-4.05098915,-7.4387846,5.64792204,0.00983234,-,-,-,4.31372547,-0.0372797,0,0,-,-,0,29.39955139,29.81766891,19.30323029,0,0.05752885,-,-,-,19.6078434,15.68627453,-,-,1125,-,-,-,-,-,0,0,-,9.84251976,755.5888672,218.4306488,43.74425507,-79.86168671,15,-,32,217.6716766,23.76184654,47.77172089,5.46411133,-,1.17647064,656,25.14093208,23.61210442,4.70588255,-,-,3.03829193,362.7390137,301.5610046
Fri May 25 19:28:32 EDT 2018,28:32.2,-79.86192949,43.74403589,9.335142,3,230.4265422,217.68114,-3.97317767,-7.12514448,4.0090909,0.01874623,-,-,-,4.31372547,0.01089521,0,0,-,-,0,12.34974003,29.76914406,19.31614113,0,0.05726553,-,-,-,22.74509811,16.47058868,-,-,1050,-,-,-,-,-,0,0,-,9.84251976,755.9926148,217.6811371,43.74403763,-79.86193085,15,-,33,217.6716766,23.76790619,48.00185776,5.44003487,-,1.17647064,660,20.88211823,18.64113617,4.70588255,-,-,3.05775332,365.6789856,301.5610046
Fri May 25 19:28:35 EDT 2018,28:35.2,-79.86207398,43.74389567,2.9959755,3,230.5874042,224.93335,-3.18309116,-7.06768322,5.37737703,-0.01932806,-,-,-,4.31372547,-0.03284785,0,0,-,-,12.49957561,12.50181866,29.60132217,19.27290726,0.03761102,0.05695668,-,-,-,21.96078491,16.47058868,-,-,1050,-,-,-,-,-,0.53922522,0.00898709,-,9.84251976,756.5203247,224.9333496,43.74389648,-79.86207581,15,-,33,3.9192481,23.76452255,48.21629715,5.41760015,-,1.17647064,663,6.70180655,4.97096968,4.70588255,-,-,3.06984258,368.4419861,301.5610046
Fri May 25 19:28:38 EDT 2018,28:38.2,-79.86215907,43.74386891,3.7628112,3,230.604992,254.46048,-1.7705121,-7.21133566,6.42005205,0.00905682,-,-,-,9.8039217,-0.02729989,27.05882454,27.05882454,-,-,14.87361145,14.72960758,29.37318802,19.18887138,0.19002287,0.05705922,-,-,-,53.33333588,35.29411697,-,-,1912.5,-,-,-,-,-,1.96141839,0.03269031,-,9.84251976,756.578064,254.4604797,43.74386978,-79.86215973,15,9.50744438,33,1.8855617,23.73488998,48.48602295,5.38938141,-,5.49019623,665,8.41716862,9.94193935,10.58823586,21.59887886,-,3.07455802,371.9500122,301.5610046
Fri May 25 19:28:41 EDT 2018,28:41.2,-79.86234577,43.7439112,7.8598895,3,230.7944841,315.32986,-2.68629432,-6.68820238,6.73848057,0.02760888,-,-,-,22.35294151,0.04677429,43.52941132,43.13725662,-,-,14.73588848,14.6555872,29.27348709,19.16602135,0.47614482,0.05749683,-,-,-,71.76470947,54.11764526,-,-,2237.5,-,-,-,-,-,3.4666729,0.05777788,-,9.84251976,757.199707,315.3298645,43.74391174,-79.86234283,15,24.10077286,32,1.981269,23.67789841,48.70074463,5.36691761,-,16.86274529,668,17.5820713,18.64113617,20,67.45735931,-,3.08475161,374.7690125,301.5610046
Fri May 25 19:28:44 EDT 2018,28:44.2,-79.8625946,43.74411292,11.44571,3,230.9802211,316.4057,-3.56975484,-7.04015017,6.94198799,0.01560279,-,-,-,22.35294151,-0.03273597,44.70588303,43.92156982,-,-,14.70358849,14.71390629,29.23384857,19.18179321,0.39512998,0.05823395,-,-,-,75.29412079,61.96078491,-,-,1825,-,-,-,-,-,2.70496678,0.04508278,-,9.84251976,757.8091431,316.4057007,43.74411392,-79.8625946,15,18.06600761,33,3.90643883,23.62426758,48.93714142,5.3421855,-,18.03921509,671,25.60332298,26.09758949,23.13725471,139.2519074,-,3.10344434,377.8999939,301.5610046
Fri May 25 19:28:47 EDT 2018,28:47.2,-79.86292855,43.7443709,14.206332,3,231.0435002,316.5314,-3.39856935,-6.33266354,6.94917059,0.01063952,-,-,-,24.70588303,0.02136349,46.27450943,45.88235474,-,-,14.77581501,14.60399818,29.23366547,19.2229538,0.25548479,0.05868131,-,-,-,78.03921509,62.74509811,-,-,2037.5,-,-,-,-,-,3.25644016,0.054274,-,9.84251976,758.0167236,316.5314026,43.74436951,-79.8629303,15,23.35700798,32,4.05611134,23.57619667,49.15289688,5.31961346,-,20,674,31.77865982,32.31130219,23.92156982,131.8070831,-,3.12787175,380.7829895,301.5610046
Fri May 25 19:28:50 EDT 2018,28:50.2,-79.8633304,43.74467799,16.7894,4,231.0439085,316.18848,-3.27167654,-6.72890377,6.47033024,0.00069359,-,-,-,28.62745094,0.0053848,49.01960754,48.23529434,-,-,14.76594543,14.91578007,29.26445389,19.28410912,0.82905835,0.05939892,-,-,-,77.2549057,65.88235474,-,-,2062.5,-,-,-,-,-,3.27133465,0.05452224,-,13.12335968,758.0180664,316.1884766,43.7446785,-79.86332703,14,38.63869095,32,4.84517241,23.53148842,49.36794281,5.29711533,-,23.92156982,677,37.5568161,37.28227234,29.01960754,102.862915,-,3.15709543,383.6809998,301.5610046
Fri May 25 19:28:53 EDT 2018,28:53.2,-79.86379809,43.74502976,19.176062,3,230.9896416,316.19745,-3.59968233,-6.65947199,6.3147068,0.0239014,-,-,0,34.11764908,-0.01051737,52.94117737,51.76470566,-,-,14.68564415,14.74755192,29.36170578,19.40900993,0.18169469,0.05978034,-,-,-,79.60784149,69.01960754,-,-,2012.5,-,-,-,-,-,3.42016745,0.05700279,-,9.84251976,757.8400269,316.1974487,43.74502945,-79.86380005,14,29.33210182,32,5.09776163,23.47714996,49.5772934,5.27521324,-,29.41176605,680,42.89562607,42.25324249,29.41176605,88.8794632,-,3.19082713,386.526001,301.5610046
Fri May 25 19:28:56 EDT 2018,28:56.2,-79.86432138,43.74541997,21.030294,3,230.9199151,315.33478,-3.08492899,-6.98867464,6.37695646,0.04397735,-,-,0,27.05882454,0.034142,47.45098114,46.27450943,-,-,14.64975643,14.55599689,29.50277901,19.56252289,0.10945402,0.06007658,-,-,-,72.94117737,65.88235474,-,-,1675,-,-,-,-,-,2.44629264,0.04077155,-,9.84251976,757.6112671,315.3347778,43.74541855,-79.86431885,14,22.46487236,32,8.20706844,23.40931892,49.82936096,5.24884176,-,23.52941132,683,47.04343033,47.22420883,24.31372643,101.1730118,-,3.22840071,389.9830017,301.5610046
Fri May 25 19:28:59 EDT 2018,28:59.2,-79.86488322,43.74583825,22.071491,3,230.9145434,315.94385,-3.04303026,-7.06648636,5.40730476,0.02932716,-,-,0,20.7843132,0.03014905,40.7843132,40,-,-,14.78388977,14.76998329,29.61428452,19.6763382,0.10127009,0.06009455,-,-,-,75.29412079,58.82352829,-,-,1900,-,-,-,-,-,2.80715394,0.0467859,-,9.84251976,757.593689,315.9438477,43.74583817,-79.86488342,15,22.66354179,31,7.34025764,23.3764286,50.02887726,5.22796822,-,16.07843208,686,49.37252045,49.70969391,20.3921566,68.43781281,-,3.26870775,392.743988,301.5610046
Fri May 25 19:29:02 EDT 2018,29:02.2,-79.86547163,43.74627377,22.883173,3,230.9556433,316.00162,-3.61404753,-7.36097336,6.12077665,0.05235654,-,-,0,22.35294151,0.07949035,39.60784531,39.2156868,-,-,14.68564415,14.80183315,29.79961586,19.85902214,0.08700278,0.06012085,-,-,-,73.33333588,62.74509811,-,-,1800,-,-,-,-,-,2.66031814,0.04433864,-,9.84251976,757.7285156,316.0016174,43.74627304,-79.86547089,15,21.8741436,31,8.14260197,23.35198212,50.23117065,5.20680475,-,18.4313736,689,51.18819809,50.95243835,18.8235302,-,-,3.31079555,395.5660095,301.5610046
Fri May 25 19:29:05 EDT 2018,29:05.2,-79.86607225,43.7467253,23.510532,4,231.081144,315.70535,-3.21780705,-6.96233845,6.6067996,0.01795926,-,-,0,21.17647171,-0.01587534,42.35294342,41.5686264,-,-,14.75383282,14.09392929,29.99275398,20.04694176,0.06298597,0.05997008,-,-,-,56.47058868,60.39215851,-,-,1662.5,-,-,-,-,-,1.792871,0.02988118,-,13.12335968,758.1402588,315.7053528,43.74672699,-79.86607361,15,21.01928902,31,12.37693787,23.31356049,50.46431351,5.1824131,-,16.86274529,692,52.59156418,52.19517899,21.17647171,-,-,3.35410166,398.8469849,301.5610046
Fri May 25 19:29:08 EDT 2018,29:08.2,-79.86668912,43.7471767,23.24362,3,231.1187199,315.75867,-3.64038372,-6.50025749,6.16028118,-0.00280606,-,-,0,14.90196133,0.04614748,30.98039246,30.58823586,-,-,14.8215723,14.64796257,30.12083054,20.17180061,0.07142028,0.05975022,-,-,-,72.15686035,52.54901886,-,-,1450,-,-,-,-,-,1.92523634,0.03208727,-,9.84251976,758.2634888,315.758667,43.74717712,-79.86669159,15,-,31,11.25156116,23.31496429,50.67095947,5.16079426,-,11.37254906,695,51.99449921,50.95243835,9.01960754,-,-,3.39797115,401.7810059,301.5610046
Fri May 25 19:29:11 EDT 2018,29:11.2,-79.86729862,43.74762323,23.418732,3,231.2041378,315.84216,-3.08852029,-6.64390993,5.50307274,-0.04693234,-,-,0,16.47058868,-0.05585973,32.54901886,32.15686417,-,-,14.75787067,14.6919241,30.3082943,20.35602188,0.04661786,0.05934474,-,-,-,69.80392456,55.68627548,-,-,1612.5,-,-,-,-,-,2.16091204,0.0360152,-,9.84251976,758.5437622,315.8421631,43.74762344,-79.86730194,15,20.10666656,31,10.26892948,23.28694344,50.89702225,5.13714314,-,12.15686321,698,52.3862114,52.19517899,16.47058868,87.43490601,-,3.44134045,405.0190125,301.5610046
Fri May 25 19:29:14 EDT 2018,29:14.2,-79.86791114,43.74807815,23.688568,3,231.2284275,316.0434,-3.92649078,-6.99226618,5.69939709,-0.02226322,-,-,0,15.68627453,-0.05133359,31.37254906,30.58823586,-,-,14.69596195,14.70358849,30.43628693,20.48088264,0.07553972,0.05922077,-,-,-,70.19608307,55.68627548,-,-,1550,-,-,-,-,-,2.02696729,0.03378279,-,9.84251976,758.6234131,316.043396,43.74807739,-79.86791229,15,-,30,10.94751453,23.27039719,51.05144119,5.12098789,-,11.37254906,700,52.98981857,52.19517899,15.68627453,87.43490601,-,3.48522925,407.2479858,301.5610046
Fri May 25 19:29:17 EDT 2018,29:17.2,-79.86852061,43.74854464,23.942696,3,231.1062432,315.58948,-3.21301866,-6.47033024,5.83586645,0.01407579,-,-,0,14.90196133,-0.05589727,29.41176605,28.62745094,-,-,14.70986843,14.69775677,30.62909889,20.66876793,0.09192821,0.05902781,-,-,-,69.80392456,54.11764526,-,-,1475,-,-,-,-,-,2.01504159,0.03358402,-,9.84251976,758.2225952,315.5894775,43.74854279,-79.86852264,14,20.7282505,30,11.27450275,23.24896431,51.27903366,5.09717751,-,10.58823586,704,53.55828476,53.43792343,14.90196133,96.78741455,-,3.52958775,410.5589905,301.5610046
Fri May 25 19:29:20 EDT 2018,29:20.2,-79.86914204,43.74900925,23.954342,3,231.1399483,315.72037,-3.8510735,-6.86058474,6.10760832,0.03428882,-,-,0,14.11764717,-0.08177005,27.45098114,27.05882454,-,-,14.78792667,14.94987392,30.82572556,20.85928535,0.96019661,0.05876938,-,-,-,67.45098114,54.90196228,-,-,1537.5,-,-,-,-,-,1.9131645,0.03188607,-,9.84251976,758.3331909,315.7203674,43.74900818,-79.86914062,15,-,30,11.87487602,23.23083115,51.48410797,5.07572269,-,10.1960783,707,53.58433533,53.43792343,14.50980377,-,-,3.5742662,413.5690002,301.5610046
Fri May 25 19:29:23 EDT 2018,29:23.2,-79.869759,43.74947788,24.095728,3,231.152796,315.93884,-4.23893404,-7.07606316,6.52060843,0.02106778,-,-,0,15.29411793,-0.03760204,30.98039246,30.58823586,-,-,14.6555872,14.55599689,31.01899147,21.04760361,0.04840555,0.05848574,-,-,-,70.98039246,56.47058868,-,-,1650,-,-,-,-,-,2.20134282,0.03668905,-,9.84251976,758.3753052,315.9388428,43.74947739,-79.86975861,15,-,30,10.32033348,23.20647812,51.70084763,5.05304766,-,11.37254906,709,53.90060806,53.43792343,16.07843208,-,-,3.61899042,416.7780151,301.5610046
Fri May 25 19:29:26 EDT 2018,29:26.2,-79.87038627,43.74994753,24.229927,3,231.2580933,315.7859,-3.90853429,-6.50145483,5.28041172,0.01651427,-,-,0,15.68627453,0.00229425,30.58823586,30.19607925,-,-,14.39988136,14.67173767,31.14601135,21.17194176,0.07684238,0.05842888,-,-,-,69.01960754,55.68627548,-,-,1637.5,-,-,-,-,-,2.15490031,0.035915,-,9.84251976,758.7207642,315.7858887,43.74994659,-79.87038422,15,-,30,10.54275799,23.18569565,51.8929863,5.03294563,-,11.37254906,713,54.20080185,53.43792343,16.47058868,-,-,3.66412163,419.6470032,301.5610046
Fri May 25 19:29:29 EDT 2018,29:29.2,-79.8710198,43.75042056,24.547827,3,231.3909483,315.28305,-3.93487048,-6.894104,5.97233629,0.03162128,-,-,0,16.86274529,-0.0265348,32.15686417,31.37254906,-,-,14.80183315,14.44967556,31.33735466,21.35904121,0.05319233,0.0582408,-,-,-,63.52941132,54.90196228,-,-,1637.5,-,-,-,-,-,1.93113697,0.03218562,-,9.84251976,759.1566162,315.2830505,43.75041962,-79.87101746,15,22.92884827,29,12.03795052,23.15592194,52.10900497,5.01034594,-,12.54901981,715,54.91192627,54.68066406,15.29411793,-,-,3.70963812,422.8999939,301.5610046
Fri May 25 19:29:32 EDT 2018,29:32.2,-79.87166354,43.75089115,24.176401,3,231.4295531,315.3287,-3.7193923,-6.6259532,5.6563015,0.01298654,-,-,0,4.70588255,-0.00211718,0,0,-,-,14.80990887,13.82970047,31.46776581,21.48573875,0.05288842,0.05788239,-,-,-,20.7843132,21.1764698,-,-,1400,-,-,-,-,-,0.60860246,0.01014337,-,9.84251976,759.2833252,315.3287048,43.75089264,-79.87166595,15,-,29,37.32911682,23.15606499,52.29090118,4.99131584,-,1.17647064,718,54.08106613,53.43792343,10.98039246,-,-,3.75539279,425.6619873,301.5610046
Fri May 25 19:29:35 EDT 2018,29:35.2,-79.87228067,43.7513529,23.515408,3,231.6771264,315.69608,-3.64876342,-6.69777918,5.42047262,0.00124071,-,-,0,12.15686321,-0.05426632,22.35294151,21.96078491,-,-,14.7417202,14.71166325,31.64001465,21.65989494,0.06790129,0.05747025,-,-,-,69.41176605,47.84313583,-,-,1387.5,-,-,-,-,-,1.78950059,0.02982501,-,9.84251976,760.0955811,315.6960754,43.75135422,-79.87228394,15,-,30,12.40024757,23.14637184,52.47519684,4.97203493,-,8.62745094,721,52.60246658,52.19517899,12.15686321,-,-,3.79977989,428.4819946,301.5610046
Fri May 25 19:29:38 EDT 2018,29:38.2,-79.87289412,43.75181172,23.72466,3,231.7216493,315.5735,-4.29519796,-7.14429808,5.68503189,0.04754835,-,-,0,11.76470566,-0.07769141,21.96078491,21.17647171,-,-,14.72377586,14.79959106,31.80942535,21.83208656,0.05084627,0.05730725,-,-,-,63.92156982,43.92156982,-,-,1400,-,-,-,-,-,1.66951764,0.0278253,-,9.84251976,760.2416382,315.5734863,43.75181198,-79.87289429,14,-,30,13.29141521,23.13670349,52.69151306,4.94940424,-,8.23529434,724,53.07055283,52.19517899,11.76470566,-,-,3.84389281,431.8200073,301.5610046
Fri May 25 19:29:41 EDT 2018,29:41.2,-79.87350609,43.75227818,23.757051,3,232.0133322,316.03387,-3.32195497,-6.81748915,6.03338814,-0.01440958,-,-,0,12.15686321,0.03083857,25.49019623,25.09803963,-,-,14.67398071,14.6555872,31.97606659,22.00234795,0.04401671,0.05697777,-,-,-,69.01960754,52.54901886,-,-,1400,-,-,-,-,-,1.80523181,0.0300872,-,9.84251976,761.1986084,316.0338745,43.75227737,-79.87350464,14,-,30,12.29219055,23.12548256,52.87413788,4.93029785,-,8.62745094,727,53.14300919,52.19517899,13.72549057,-,-,3.88833761,434.6619873,301.5610046
Fri May 25 19:29:44 EDT 2018,29:44.2,-79.87411161,43.75274413,23.581062,3,232.6580274,316.03958,-3.24893165,-6.36737919,5.61200857,-0.02237405,-,-,0,16.07843208,-0.0860463,32.54901886,32.15686417,-,-,14.68564415,14.61162376,32.1400032,22.17070961,0.06971259,0.05673997,-,-,-,70.58823395,58.03921509,-,-,1600,-,-,-,-,-,2.16900134,0.03615002,-,9.84251976,763.3137207,316.0395813,43.75274277,-79.87411499,14,-,29,10.23062992,23.10142708,53.07777405,4.90899372,-,12.54901981,730,52.74933243,52.19517899,16.47058868,-,-,3.93253183,437.8569946,301.5610046
Fri May 25 19:29:47 EDT 2018,29:47.2,-79.87472159,43.75320896,23.845396,3,233.184519,316.08817,-3.54461551,-6.77199936,6.42364311,-0.00966591,-,-,0,15.29411793,0.06898016,28.23529434,27.84313774,-,-,14.70986843,14.61790466,32.24782944,22.28191185,0.08590661,0.05664273,-,-,-,69.01960754,54.11764526,-,-,1487.5,-,-,-,-,-,1.91794932,0.03196583,-,9.84251976,765.0410767,316.0881653,43.75320816,-79.87472534,14,-,29,11.56978035,23.08309364,53.25724792,4.89021683,-,10.98039246,733,53.34062958,52.19517899,16.47058868,-,-,3.97682261,440.6960144,301.5610046
Fri May 25 19:29:50 EDT 2018,29:50.2,-79.87534148,43.75367569,24.028297,3,233.6364244,315.85794,-4.01986456,-6.51462269,5.56891298,-0.01485488,-,-,0,13.33333397,-0.07933045,24.31372643,23.13725471,-,-,14.72557068,14.64392281,32.41734695,22.45404434,0.07122705,0.05643331,-,-,-,40.39215851,53.33333206,-,-,1400,-,-,-,-,-,0.95364648,0.01589411,-,9.84251976,766.5237427,315.8579407,43.75367737,-79.87534332,14,25.50761032,29,23.82286453,23.06832886,53.42547607,4.87261677,-,10.1960783,736,53.74977112,53.43792343,11.37254906,125.2644577,-,4.02155161,443.3770142,301.5610046
Fri May 25 19:29:53 EDT 2018,29:53.2,-79.87595717,43.75413457,23.573853,3,234.1206109,315.99326,-3.91451979,-6.18182898,5.54497099,0.02366404,-,-,0,14.90196133,-0.0097066,27.84313774,27.05882454,-,-,14.79779625,14.8238163,32.57431412,22.61745644,0.05139462,0.05620773,-,-,-,70.58823395,56.47058868,-,-,1500,-,-,-,-,-,1.96138155,0.03268969,-,9.84251976,768.1122437,315.9932556,43.75413513,-79.87595367,14,-,29,11.31358147,23.05504608,53.63393021,4.85080862,-,10.98039246,738,52.73320389,52.19517899,14.90196133,-,-,4.0657444,446.7260132,301.5610046
Fri May 25 19:29:56 EDT 2018,29:56.2,-79.87657495,43.75459196,23.794724,4,234.5837303,315.69324,-3.20224476,-6.43321991,5.64792204,-0.04929709,-,-,0,14.90196133,-0.11427695,29.80392265,29.01960754,-,-,14.71166325,14.71794415,32.72881317,22.77908325,0.05853475,0.05601093,-,-,-,70.19608307,54.90196228,-,-,1525,-,-,-,-,-,2.0038414,0.03339736,-,13.12335968,769.6316528,315.6932373,43.7545929,-79.87657166,14,-,29,11.0738554,23.04043388,53.80739975,4.8326602,-,10.98039246,742,53.22727966,52.19517899,15.29411793,-,-,4.10993671,449.5360107,301.5610046
Fri May 25 19:29:59 EDT 2018,29:59.2,-79.87719898,43.75504538,23.331676,4,235.0565502,315.6817,-3.88459229,-7.17901373,4.97754526,-0.01070932,-,-,0,4.70588255,-0.03289398,0,0,-,-,14.91981792,29.39955139,32.88412857,22.94120407,0.01571907,0.05566631,-,-,-,15.68627453,14.90196037,-,-,1325,-,-,-,-,-,0,0,-,13.12335968,771.1829224,315.6817017,43.75504684,-79.87719727,14,-,29,217.6716766,23.04389,54.0100174,4.8114624,-,1.17647064,744,52.1914711,50.95243835,4.70588255,-,-,4.15415335,452.8450012,301.5610046
Fri May 25 19:30:02 EDT 2018,30:02.2,-79.87779545,43.75547976,21.946115,3,235.6547351,315.63486,-3.97916317,-7.79552078,6.10401726,0.02127158,-,-,0,4.31372547,-0.00126396,0,0,-,-,0,29.39955139,32.97130585,23.0378418,0,0.05509238,-,-,-,16.86274529,13.33333302,-,-,1250,-,-,-,-,-,0,0,-,9.84251976,773.1454468,315.6348572,43.75547791,-79.87779236,14,-,30,217.6716766,23.0621109,54.17941666,4.7937398,-,1.17647064,748,49.09206009,48.46695328,4.70588255,-,-,4.19646549,455.6340027,301.5610046
Fri May 25 19:30:05 EDT 2018,30:05.2,-79.87835345,43.75589164,20.914318,3,236.2580077,315.51523,-4.02465296,-6.57567501,5.72214222,0.0322923,-,-,0,9.4117651,0.03896249,8.62745094,4.31372547,-,-,12.49957561,29.39955139,33.07803345,23.1658783,0,0.05458548,-,-,-,18.8235302,35.29411697,-,-,1187.5,-,-,-,-,-,0,0,-,9.84251976,775.1246948,315.5152283,43.75588989,-79.87835693,14,-,30,217.6716766,23.07522583,54.38005066,4.7727499,-,7.05882359,750,46.78399658,45.9814682,4.70588255,-,-,4.23631954,458.9639893,301.5610046
Fri May 25 19:30:08 EDT 2018,30:08.2,-79.87888075,43.75628432,19.605143,3,236.7262455,315.31854,-3.78762698,-7.12035608,5.85502005,0.00505166,-,-,0,4.70588255,-0.04339206,0,0,-,-,0,29.39955139,33.13450241,23.240839,0.00794649,0.05427567,-,-,-,20.3921566,14.90196037,-,-,1112.5,-,-,-,-,-,0,0,-,9.84251976,776.6608887,315.3185425,43.75628281,-79.87888336,14,-,30,217.6716766,23.0861969,54.54209518,4.75579643,-,1.17647064,754,43.85545731,42.25324249,4.70588255,-,-,4.27415133,461.6749878,301.5610046
Fri May 25 19:30:11 EDT 2018,30:11.2,-79.87937986,43.75665106,18.503868,3,237.0449011,316.1701,-4.10246468,-7.20056152,4.96557426,0.01332791,-,-,0,4.31372547,-0.05061606,0,0,-,-,0,29.39955139,33.19762421,23.33790588,0,0.05365799,-,-,-,21.17647171,16.47058868,-,-,1100,-,-,-,-,-,0,0,-,9.84251976,777.7063599,316.170105,43.75665283,-79.87937927,14,-,30,217.6716766,23.10682678,54.73561478,4.7355504,-,1.17647064,756,41.39197159,39.76775742,4.70588255,-,-,4.3097167,464.9379883,301.5610046
Fri May 25 19:30:14 EDT 2018,30:14.2,-79.87982323,43.75698901,15.561758,3,237.4211243,315.70688,-4.3969512,-6.81389809,4.11682987,0.05373381,-,-,-,4.31372547,0.05181888,0,0,-,-,0,29.39955139,33.21825027,23.3873539,0,0.05337304,-,-,-,15.68627453,14.11764717,-,-,1400,-,-,-,-,-,0,0,-,9.84251976,778.9407349,315.7068787,43.75698853,-79.87982178,14,-,30,217.6716766,23.1163578,54.89884186,4.71847343,-,1.17647064,760,34.81066132,32.31130219,4.70588255,-,-,4.34191322,467.7120056,301.5610046
