GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), 0-30mph Time(s),0-60mph Time(s),40-60mph Time(s),Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Accelerator PedalPosition F(%),Actual engine % torque(%),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Average trip speed(whilst moving only)(mph),Average trip speed(whilst stopped or moving)(mph),Cost per mile/km (Instant)($/m),Cost per mile/km (Trip)($/m),Drivers demand engine % torque(%),EGR Commanded(%),EGR Error(%),Engine Load(%),Engine Load(Absolute)(%),Engine Oil Temperature(Â°C),Engine reference torque(Nm),Engine RPM(rpm),Exhaust gas temp Bank 1 Sensor 1(Â°C),Exhaust gas temp Bank 1 Sensor 2(Â°C),Exhaust gas temp Bank 2 Sensor 1(Â°C),Exhaust gas temp Bank 2 Sensor 2(Â°C),Exhaust Pressure(psi),Fuel flow rate/hour(gal/hr),Fuel flow rate/minute(gal/min),Fuel Rate (direct from ECU)(L/m),GPS Accuracy(ft),GPS Altitude(ft),GPS Bearing(Â°),GPS Latitude(Â°),GPS Longitude(Â°),GPS Satellites,Horsepower (At the wheels)(hp),Intake Air Temperature(Â°C),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Percentage of City driving(%),Percentage of Highway driving(%),Relative Accelerator Pedal Position(%),Relative Throttle Position(%),Run time since engine start(s),Speed (GPS)(mph),Speed (OBD)(mph),Throttle Position(Manifold)(%),Torque(Nm),Transmission Temperature(Method 2)(Â°C),Trip Distance(miles),Trip time(whilst moving)(s),Trip time(whilst stationary)(s)
Fri May 25 19:35:21 EDT 2018,35:20.5,-79.85684743,43.74869821,13.794629,4,238.7143654,31.2192,0.66798228,-7.16824007,5.09845257,0.00230661,-,-,-,9.4117651,-0.15336244,18.03921509,17.25490189,-,-,14.88572311,14.79375935,32.04428101,24.87040138,0.05966553,0.04831475,-,-,-,53.33333588,40.7843132,-,-,1212.5,-,-,-,-,-,1.18768871,0.01979481,-,13.12335968,783.1836548,31.21920013,43.74869919,-79.85684967,14,-,32,10.67632008,22.3863163,61.89369202,3.37404203,-,5.88235283,1059,30.85770607,28.58307457,9.4117651,-,-,6.47810125,717.3099976,358.480011
Fri May 25 19:35:24 EDT 2018,35:23.5,-79.85658058,43.74898246,12.530756,4,239.0080354,36.038822,0.35434186,-7.84460163,4.12281513,-0.02685976,-,-,-,6.27450991,0.02678862,7.84313726,7.05882359,-,-,14.74575806,14.58156681,32.0235939,24.88118935,0.09434025,0.04831352,-,-,-,31.76470566,32.94117737,-,-,1200,-,-,-,-,-,0.53065825,0.0088443,-,13.12335968,784.1470947,36.03882217,43.74898148,-79.85658264,15,-,32,21.90386391,22.37789917,62.0001564,3.36461544,-,3.13725495,1062,28.03050232,27.34033203,9.4117651,-,-,6.50186491,720.3239746,358.480011
Fri May 25 19:35:26 EDT 2018,35:26.6,-79.85639703,43.74915311,12.023337,4,239.1115721,37.919277,1.37666595,-8.57962132,6.24048662,0.03394464,-,-,-,8.23529434,0.15117764,13.72549057,13.33333397,-,-,14.80587101,14.71973896,32.00459671,24.88421631,0.05928241,0.04825219,-,-,-,44.31372452,31.37254906,-,-,1337.5,-,-,-,-,-,1.11733937,0.01862232,-,13.12335968,784.4868164,37.91927719,43.74915314,-79.85639954,14,-,32,9.92995262,22.36919403,62.1017189,3.35562277,-,4.70588255,1064,26.89543724,26.09758949,8.62745094,-,-,6.5168047,723.2150269,358.480011
Fri May 25 19:35:30 EDT 2018,35:29.6,-79.85601331,43.74949204,12.597813,4,239.9643242,37.211136,1.10133278,-7.75362206,3.07295799,0.00639138,-,-,-,5.88235283,-0.0241049,7.45098066,6.66666698,-,-,14.90591145,14.78164673,31.98969841,24.89031029,0.05882723,0.04824786,-,-,-,37.64706039,27.45098114,-,-,1112.5,-,-,-,-,-,0.7608586,0.01268098,-,13.12335968,787.2845459,37.21113586,43.74949265,-79.85601044,14,8.80809879,32,15.27677441,22.36372185,62.20998764,3.34603643,-,2.35294127,1068,28.18050194,27.34033203,5.88235283,53.37900162,-,6.54708147,726.3140259,358.480011
Fri May 25 19:35:33 EDT 2018,35:32.5,-79.8557318,43.7497594,12.381511,4,240.3368413,39.14116,0.04908114,-8.765172,4.92846441,-0.01785938,-,-,-,5.49019623,-0.14471655,6.27450991,5.49019623,-,-,14.92385578,14.56990337,31.96752167,24.89939499,0.03979379,0.04815191,-,-,-,26.27450943,20.3921566,-,-,1125,-,-,-,-,-,0.52655989,0.008776,-,13.12335968,788.5067139,39.14115906,43.74975967,-79.85572815,14,-,32,22.07434654,22.36328316,62.31476212,3.33675933,-,1.96078432,1070,27.69664955,27.34033203,5.49019623,-,-,6.57030296,729.3300171,358.480011
Fri May 25 19:35:36 EDT 2018,35:35.5,-79.85544622,43.75001127,12.491116,4,241.0894456,38.488647,0.81043726,-9.42956352,4.44124413,-0.00322622,-,-,-,6.66666698,-0.07168222,12.94117641,12.15686321,-,-,14.8278532,14.80766582,31.94555855,24.90841484,0.16240796,0.04807752,-,-,-,69.41176605,29.01960754,-,-,1275,-,-,-,-,-,1.48415375,0.0247359,-,13.12335968,790.9758911,38.48864746,43.75001144,-79.85544586,14,-,32,7.83171225,22.35727692,62.42157745,3.3273015,-,3.13725495,1073,27.94182777,28.58307457,7.45098066,-,-,6.59281635,732.4219971,358.480011
Fri May 25 19:35:39 EDT 2018,35:38.6,-79.85513767,43.75029799,14.33412,4,241.7149335,39.299046,1.06063139,-8.04092598,4.3873744,-0.03162989,-,-,-,13.33333397,-0.02687827,25.49019623,25.09803963,-,-,14.66590595,14.89379883,31.93691063,24.91897011,0.09885584,0.04811256,-,-,-,55.29411697,52.54901886,-,-,1212.5,-,-,-,-,-,1.33566582,0.0222611,-,13.12335968,793.0280151,39.29904556,43.75029755,-79.85514069,14,24.32203865,32,9.88906288,22.3370018,62.52073288,3.31852221,-,9.4117651,1076,32.06451035,32.31130219,13.72549057,54.78997803,-,6.61792278,735.3079834,358.480011
Fri May 25 19:35:42 EDT 2018,35:41.5,-79.85478143,43.75060833,15.692806,4,241.7108554,39.151543,0.70509243,-8.61314106,5.04937124,0.03930208,-,-,-,6.66666698,-0.03332695,9.4117651,9.01960754,-,-,14.75383282,14.65962601,31.94257545,24.94915581,0.05220238,0.04806039,-,-,-,39.60784531,32.94117737,-,-,1100,-,-,-,-,-,0.76259518,0.01270992,-,13.12335968,793.0146484,39.15154266,43.75060654,-79.8547821,14,11.9841814,31,18.70607376,22.33404541,62.6240654,3.30937266,-,3.13725495,1079,35.10380936,34.79678726,8.23529434,76.70690918,-,6.64579678,738.3319702,358.480011
Fri May 25 19:35:45 EDT 2018,35:44.5,-79.8543889,43.75094348,16.962275,4,241.338246,37.523647,0.9696517,-8.62271786,4.8147397,0.0529092,-,-,-,7.45098066,0.0730262,14.11764717,13.72549057,-,-,14.73992634,14.86374187,31.95983887,24.98821449,0.04255851,0.04801856,-,-,-,54.11764908,29.80392075,-,-,1275,-,-,-,-,-,1.28136873,0.02135614,-,13.12335968,791.7921143,37.52364731,43.75094223,-79.85438538,14,16.10442162,32,11.95740223,22.32852745,62.73028946,3.29996729,-,3.92156863,1082,37.94352722,37.28227234,8.62745094,83.71417236,-,6.67615557,741.4580078,358.480011
Fri May 25 19:35:48 EDT 2018,35:47.5,-79.85398794,43.75128731,16.853687,4,243.2443157,38.653717,0.79607207,-8.32344246,4.33709621,0.01608666,-,-,-,11.37254906,0.03385425,22.35294151,21.96078491,-,-,14.67981243,14.72781372,31.97641945,25.01812935,0.07122941,0.04798747,-,-,-,59.60784531,47.05882263,-,-,1325,-,-,-,-,-,1.4763689,0.02460615,-,13.12335968,798.0456543,38.65371704,43.75128555,-79.85398865,14,16.10442162,31,10.73592186,22.31377983,62.82738495,3.29137015,-,7.84313726,1085,37.70062256,37.28227234,11.37254906,83.71417236,-,6.70723867,744.3309937,358.480011
Fri May 25 19:35:51 EDT 2018,35:50.5,-79.85359769,43.75163004,16.147165,4,246.4233151,38.629368,1.56820214,-8.79749393,5.25527287,0.08278124,-,-,-,8.62745094,0.01763606,15.29411793,14.90196133,-,-,14.74755192,14.81798363,31.9909668,25.04638863,0.0542621,0.04795217,-,-,-,52.94117737,40,-,-,1200,-,-,-,-,-,1.17195559,0.01953259,-,13.12335968,808.4754028,38.62936783,43.75162888,-79.85359955,14,-,31,13.07373714,22.30639458,62.93198776,3.28210831,-,5.09803915,1087,36.12017822,36.03952789,9.4117651,-,-,6.73792171,747.4429932,358.480011
Fri May 25 19:35:54 EDT 2018,35:53.5,-79.8532256,43.75196101,15.561096,4,247.9600829,39.102192,0.86430681,-6.70256758,3.25611424,-0.11553693,-,-,-,7.45098066,-0.0996463,10.58823586,9.8039217,-,-,14.69999981,14.8498354,32.00397873,25.0817585,0.07593618,0.0478657,-,-,-,40.39215851,32.94117737,-,-,1237.5,-,-,-,-,-,0.94977677,0.01582961,-,13.12335968,813.517334,39.10219193,43.75196075,-79.85322571,15,-,31,15.57576752,22.30323029,63.02870178,3.27354479,-,3.92156863,1091,34.8091774,33.55404282,7.45098066,-,-,6.76740026,750.3359985,358.480011
Fri May 25 19:35:57 EDT 2018,35:56.5,-79.85287084,43.75228687,15.39069,4,248.4082852,38.502556,0.51116204,-8.33780766,4.13718033,0.01344993,-,-,-,6.66666698,0.00549835,9.01960754,8.23529434,-,-,14.92789268,14.46762085,32.01113129,25.11238098,0.07229383,0.04777627,-,-,-,29.41176605,29.80392075,-,-,1150,-,-,-,-,-,0.52449948,0.00874166,-,13.12335968,814.987793,38.50255585,43.752285,-79.85286713,15,-,31,27.19766808,22.29947472,63.12873077,3.26468825,-,3.13725495,1094,34.42799377,33.55404282,6.27450991,-,-,6.79605913,753.3439941,358.480011
Fri May 25 19:36:00 EDT 2018,35:59.5,-79.8525351,43.75260143,13.660091,4,248.2752547,38.82816,0.38786069,-8.55567932,4.00310516,0.00349587,-,-,-,4.70588255,-0.04516875,0,0,-,-,0,29.39955139,32.01395798,25.1311779,0.02498802,0.0476781,-,-,-,20.3921566,15.68627453,-,-,1125,-,-,-,-,-,0,0,-,13.12335968,814.5513306,38.82815933,43.75260162,-79.85253143,15,-,32,217.6716766,22.31067276,63.22739029,3.25595236,-,1.17647064,1096,30.55675316,29.82581711,4.70588255,-,-,6.82351685,756.3270264,358.480011
Fri May 25 19:36:03 EDT 2018,36:02.6,-79.85222435,43.75288678,12.808617,4,247.9830899,38.81378,-0.28012159,-8.90044498,4.59327602,0.0546096,-,-,-,4.70588255,0.03645154,0,0,-,-,0,29.39955139,32.00203705,25.14655685,0,0.04742657,-,-,-,20.3921566,15.68627453,-,-,1150,-,-,-,-,-,0,0,-,13.12335968,813.5928345,38.81378174,43.75288773,-79.85222626,15,-,32,217.6716766,22.32414818,63.32559204,3.24725747,-,0.78431374,1100,28.65205956,28.58307457,4.70588255,-,-,6.84861517,759.3120117,358.480011
Fri May 25 19:36:06 EDT 2018,36:05.5,-79.85196455,43.75313643,9.742802,4,247.0954179,39.345264,-0.12210429,-8.94832897,4.19344425,0.00597549,-,-,-,4.31372547,0.01069302,0,0,-,-,0,29.39955139,31.97323227,25.14847946,0,0.04731222,-,-,-,19.6078434,15.68627453,-,-,1162.5,-,-,-,-,-,0,0,-,13.12335968,810.680481,39.34526443,43.75313568,-79.85196686,15,-,32,217.6716766,22.3301487,63.42362976,3.23857713,-,1.17647064,1102,21.79402542,21.12662125,4.70588255,-,-,6.87020683,762.3079834,358.480011
Fri May 25 19:36:09 EDT 2018,36:08.6,-79.85178254,43.75331346,6.0988994,4,246.2784323,39.25917,-0.59615624,-9.23443604,3.62721562,0.03119196,-,-,-,4.31372547,-0.05548302,0,0,-,-,12.49957561,12.6099329,31.9328289,25.13298607,0,0.04711886,-,-,-,21.17647171,14.90196037,-,-,975,-,-,-,-,-,0.46112531,0.00768542,-,13.12335968,808.000061,39.25917053,43.75331497,-79.85178375,15,-,32,13.74913025,22.33135414,63.52117538,3.22993994,-,1.17647064,1106,13.64284897,13.67016602,4.31372547,-,-,6.88545465,765.3049927,358.480011
Fri May 25 19:36:12 EDT 2018,36:11.5,-79.85168638,43.75339826,2.2432907,3,245.9887686,61.145924,1.07739079,-8.88368511,3.80438662,0.01694171,-,-,-,4.31372547,0.00916807,0,0,-,-,14.88796616,15.05978394,31.82769966,25.07450294,0.13731152,0.0471247,-,-,-,30.98039246,16.47058868,-,-,1137.5,-,-,-,-,-,0.76776934,0.01279616,-,9.84251976,807.0497437,61.14592361,43.7533989,-79.85168457,15,-,32,2.75259423,22.32616806,63.62233353,3.22098303,-,1.17647064,1108,5.01809788,4.97096968,4.70588255,-,-,6.89306593,768.4299927,358.480011
Fri May 25 19:36:15 EDT 2018,36:14.5,-79.85156383,43.75341676,4.7990966,4,245.6918338,97.922424,1.87825119,-9.32421875,2.754529,0.03090445,-,-,-,10.98039246,0.02396991,30.19607925,29.80392265,-,-,14.8278532,14.8498354,31.75253677,25.03133202,0.19454177,0.04717055,-,-,-,50.58823776,36.07843018,-,-,1850,-,-,-,-,-,1.79541707,0.02992362,-,13.12335968,806.0755615,97.92242432,43.75341797,-79.8515625,15,6.57534122,32,2.05989742,22.30934906,63.7149086,3.21278644,-,6.66666698,1111,10.73527241,9.94193935,10.98039246,13.03659821,-,6.89940166,771.3049927,358.480011
Fri May 25 19:36:18 EDT 2018,36:17.6,-79.85135437,43.75333204,8.49926,4,244.8795602,135.75903,1.68910933,-8.7053175,4.49271965,0.01062015,-,-,-,14.11764717,-0.00925428,34.11764908,33.72549057,-,-,14.7677393,14.78568363,31.69831467,25.00450325,0.33021998,0.04733659,-,-,-,61.56863022,45.49019623,-,-,1762.5,-,-,-,-,-,2.31806421,0.0386344,-,13.12335968,803.4106445,135.7590332,43.75333023,-79.85135651,15,16.06098747,32,3.19091702,22.27447128,63.81110001,3.20426917,-,9.4117651,1114,19.0123024,17.39839363,15.29411793,56.47722244,-,6.91183472,774.5170288,358.480011
Fri May 25 19:36:21 EDT 2018,36:20.6,-79.85108242,43.75313551,11.696588,4,244.1335269,135.83957,1.70108032,-8.4108305,4.56454563,0.02751778,-,-,-,17.25490189,0.01912814,36.07843018,35.29411697,-,-,14.69999981,14.7417202,31.65097809,24.99081802,0.3711741,0.04758169,-,-,-,72.94117737,56.47058868,-,-,1625,-,-,-,-,-,2.3194077,0.0386568,-,13.12335968,800.9630127,135.8395691,43.75313568,-79.85108185,14,30.83672333,32,4.328022,22.24603462,63.907547,3.19572949,-,12.94117641,1117,26.16452217,24.85484695,17.25490189,131.0930023,-,6.93105459,777.335022,358.480011
Fri May 25 19:36:24 EDT 2018,36:23.6,-79.85073466,43.75288332,14.419348,4,243.4247546,135.06058,1.48320794,-8.57004452,4.28202963,0.01262386,-,-,-,18.8235302,-0.02552958,39.2156868,38.4313736,-,-,14.69999981,14.66590595,31.63545799,25.00199699,0.39337176,0.04785518,-,-,-,76.86274719,61.17647171,-,-,1662.5,-,-,-,-,-,2.47433925,0.04123899,-,13.12335968,798.6376343,135.0605774,43.75288391,-79.8507309,12,30.47771072,32,5.12465811,22.2118969,64.00196075,3.18736959,-,14.50980377,1120,32.25516129,31.06855965,19.2156868,133.5534363,-,6.95567417,780.4810181,358.480011
Fri May 25 19:36:27 EDT 2018,36:26.5,-79.85032532,43.75258216,16.528496,4,242.7354393,135.60387,1.32878196,-8.97346783,4.41251373,0.01146728,-,-,-,19.6078434,0.04771198,40.39215851,40,-,-,14.69596195,14.76370239,31.6439724,25.03196716,0.1130707,0.04798962,-,-,-,75.6862793,61.17647171,-,-,1737.5,-,-,-,-,-,2.51219916,0.04186998,-,13.12335968,796.3760986,135.6038666,43.75258255,-79.85032654,12,16.62089157,31,6.09897566,22.16847229,64.09777069,3.17888618,-,15.29411793,1123,36.97319031,36.03952789,20,107.3833923,-,6.98486567,783.3530273,358.480011
Fri May 25 19:36:30 EDT 2018,36:29.5,-79.84986864,43.75223803,18.525805,4,241.8615875,136.12576,1.19111538,-8.45033455,4.3730092,-0.00352174,-,-,-,20.7843132,0.0190348,41.5686264,40.7843132,-,-,14.62777328,14.721982,31.66243744,25.06196976,0.18049067,0.04806916,-,-,-,74.50980377,60.39215851,-,-,1750,-,-,-,-,-,2.56853175,0.04280886,-,13.12335968,793.5091553,136.1257629,43.75223923,-79.84986877,12,28.83400536,30,6.58230448,22.14772224,64.19251251,3.17049789,-,16.47058868,1126,41.44104385,41.01049805,20.7843132,121.5926209,-,7.01783323,786.3740234,358.480011
Fri May 25 19:36:33 EDT 2018,36:32.5,-79.84936447,43.75185606,20.35733,4,240.9435192,135.95865,1.02352118,-8.64426517,4.00310516,0.0014125,-,-,0,18.4313736,-0.03344449,38.4313736,37.64706039,-,-,14.77985287,14.75562763,31.71273994,25.12475777,0.15465754,0.04817467,-,-,-,75.29412079,59.60784149,-,-,1675,-,-,-,-,-,2.42305994,0.04038433,-,13.12335968,790.4970703,135.9586487,43.75185776,-79.84936523,13,19.22132874,30,7.63162184,22.11333847,64.28479004,3.16232705,-,14.11764717,1129,45.53804779,44.73872757,18.4313736,140.5225525,-,7.05433178,789.3319702,358.480011
Fri May 25 19:36:36 EDT 2018,36:35.6,-79.84881572,43.75144307,22.040987,4,240.0130457,136.27614,1.12048638,-8.29231739,4.43286467,0.01148278,-,-,0,19.6078434,-0.0027367,39.60784531,38.82352829,-,-,14.60579205,14.49363899,31.77532387,25.19717789,0.09559748,0.04828466,-,-,-,72.15686035,58.82352829,-,-,1737.5,-,-,-,-,-,2.4761858,0.04126976,-,13.12335968,787.444397,136.2761383,43.75144196,-79.84881592,13,41.01568604,30,8.32136059,22.08411026,64.37709045,3.15415454,-,14.90196133,1132,49.30428314,48.46695328,19.6078434,83.53098297,-,7.09391975,792.3060303,358.480011
Fri May 25 19:36:39 EDT 2018,36:38.5,-79.84822755,43.75099921,23.367025,4,239.0430839,135.44371,0.94930094,-8.55448246,4.10485888,-0.00895792,-,-,0,16.47058868,0.02807384,35.68627548,34.90196228,-,-,14.78972149,14.59771729,31.85544968,25.2834301,0.07454354,0.04825856,-,-,-,71.37255096,57.25490189,-,-,1650,-,-,-,-,-,2.30027366,0.0383379,-,13.12335968,784.262085,135.4437103,43.75099945,-79.84822845,12,19.50694275,29,9.41710186,22.06391716,64.47024536,3.14590669,-,12.54901981,1135,52.27054596,50.95243835,16.47058868,83.55138397,-,7.13641405,795.3229981,358.480011
Fri May 25 19:36:42 EDT 2018,36:41.5,-79.84760178,43.75053482,24.411728,4,238.0882705,136.40129,0.93613285,-8.19176102,4.42687893,-0.0327753,-,-,0,16.07843208,-0.08666248,31.37254906,30.98039246,-,-,14.62194157,14.66994286,31.94568443,25.37765694,0.09531951,0.04833923,-,-,-,71.37255096,55.68627548,-,-,1562.5,-,-,-,-,-,2.14785099,0.03579752,-,13.12335968,781.1295166,136.4012909,43.75053406,-79.84760284,13,25.85799789,29,10.57735825,22.04932785,64.56204987,3.13777804,-,11.76470566,1137,54.6074791,54.68066406,16.47058868,83.3598938,-,7.18124199,798.3120117,358.480011
Fri May 25 19:36:45 EDT 2018,36:44.6,-79.84696465,43.75004421,25.106052,4,237.1388211,135.67172,0.36032736,-8.52455521,4.3754034,0.02070827,-,-,0,12.15686321,0.03512753,21.96078491,21.17647171,-,-,14.85162926,14.67756844,32.01139069,25.44486618,0.04932477,0.04828569,-,-,-,56.07843399,44.70588303,-,-,1487.5,-,-,-,-,-,1.52172017,0.025362,-,13.12335968,778.0145264,135.6717224,43.75004578,-79.84696198,13,24.23154259,29,15.2767458,22.03832436,64.58872223,3.19498587,-,8.23529434,1141,56.1606369,55.92340851,10.98039246,83.3598938,-,7.22776127,801.3239746,358.480011
Fri May 25 19:36:48 EDT 2018,36:47.5,-79.84631181,43.74955546,25.113417,3,236.3499174,136.22177,0.9648633,-8.44195557,4.28083277,-0.01113635,-,-,0,11.37254906,-0.01426865,20.3921566,20,-,-,14.75787067,14.77581501,32.11460876,25.54936218,0.08181003,0.04815859,-,-,-,55.68627548,43.13725662,-,-,1475,-,-,-,-,-,1.54832947,0.02580549,-,9.84251976,775.4262085,136.2217712,43.74955368,-79.84631348,14,-,30,15.35543346,22.028965,64.42813873,3.44330335,-,7.45098066,1144,56.17710876,54.68066406,10.98039246,-,-,7.27473116,804.4940186,358.480011
Fri May 25 19:36:51 EDT 2018,36:50.6,-79.84567156,43.74906672,24.590391,3,236.4218856,136.593,0.71706343,-8.24203968,4.23175144,0.00875807,-,-,0,11.76470566,0.00657824,22.35294151,21.96078491,-,-,14.57394123,14.87585354,32.21159744,25.64890099,0.04276938,0.04808829,-,-,-,60.7843132,45.49019623,-,-,1450,-,-,-,-,-,1.67145252,0.02785754,-,9.84251976,775.6623535,136.5930023,43.7490654,-79.84567261,15,-,30,13.90822029,22.02259445,64.51477051,3.43491817,-,8.23529434,1146,55.0071373,54.68066406,12.15686321,-,-,7.32126427,807.3330078,358.480011
Fri May 25 19:36:54 EDT 2018,36:53.6,-79.84504729,43.74858306,24.425323,4,236.3618592,136.99323,1.11689508,-8.6813755,4.40772533,0.00291898,-,-,0,13.33333397,-0.01872922,25.88235283,25.49019623,-,-,14.83189011,14.90994835,32.30421066,25.7449398,0.06153061,0.04788844,-,-,-,65.09803772,52.54901886,-,-,1450,-,-,-,-,-,1.70430911,0.02840515,-,13.12335968,775.4654541,136.9932251,43.74858475,-79.845047,15,-,30,13.33008862,22.01171303,64.60585022,3.42610145,-,9.4117651,1150,54.63788986,53.43792343,13.33333397,-,-,7.36699343,810.3330078,358.480011
Fri May 25 19:36:57 EDT 2018,36:56.5,-79.8444069,43.7481133,24.625889,3,235.9834765,136.15366,0.8858546,-8.36773491,4.19703579,-0.02247518,-,-,0,15.29411793,-0.02423602,32.15686417,31.76470566,-,-,14.59996033,14.7417202,32.39780045,25.84173012,0.07474791,0.04791765,-,-,-,72.15686035,57.25490189,-,-,1525,-,-,-,-,-,2.07566476,0.03459441,-,9.84251976,774.223999,136.153656,43.74811172,-79.84440613,15,19.69339752,29,11.19975281,21.99123573,64.69926453,3.41705894,-,11.37254906,1152,55.08654404,54.68066406,16.47058868,94.27353668,-,7.41259193,813.4260254,358.480011
Fri May 25 19:37:00 EDT 2018,36:59.6,-79.84377992,43.74762087,25.101898,3,235.3740255,136.46513,0.85113871,-8.86453152,4.35505295,0.03356342,-,-,0,14.90196133,-0.01156139,32.15686417,31.76470566,-,-,14.59188557,14.50171471,32.46092224,25.90682983,0.07535152,0.04788936,-,-,-,71.37255096,56.47058868,-,-,1550,-,-,-,-,-,2.09660578,0.03494343,-,9.84251976,772.2244873,136.4651337,43.74761963,-79.84378052,14,23.17174721,29,11.08788776,21.97881508,64.72399902,3.47124982,-,10.98039246,1156,56.1513443,55.92340851,16.07843208,94.27353668,-,7.45885849,816.3339844,358.480011
Fri May 25 19:37:03 EDT 2018,37:02.5,-79.8431304,43.74711649,25.614033,3,234.5679631,136.78085,0.91697925,-8.49103642,4.6746788,0.03169581,-,-,0,16.86274529,-0.02982875,32.15686417,31.37254906,-,-,14.79959106,14.76998329,32.56019974,26.0081234,0.07242015,0.04777334,-,-,-,70.19608307,57.25490189,-,-,1525,-,-,-,-,-,2.04966283,0.03416105,-,9.84251976,769.5799561,136.7808533,43.74711609,-79.84313202,14,22.87281418,29,11.59960079,21.95449448,64.5583725,3.71826625,-,12.54901981,1158,57.29695892,57.16614914,16.86274529,-,-,7.50649643,819.3480225,358.480011
Fri May 25 19:37:06 EDT 2018,37:05.5,-79.84247176,43.74660703,25.95372,4,233.6804143,136.18677,0.76494741,-8.89924812,4.48074865,0.03764838,-,-,0,13.72549057,0.00201947,25.88235283,25.49019623,-,-,14.60579205,14.70179462,32.66387939,26.11291504,0.06472342,0.04779106,-,-,-,58.8235321,51.76470566,-,-,1525,-,-,-,-,-,1.72622406,0.0287704,-,13.12335968,766.6680298,136.1867676,43.74660873,-79.84246826,13,-,29,14.07905769,21.94653511,64.396698,3.95938563,-,9.8039217,1161,58.0568161,57.16614914,13.72549057,-,-,7.55470276,822.3049927,358.480011
Fri May 25 19:37:09 EDT 2018,37:08.7,-79.84179804,43.74609727,26.186188,4,232.7846459,136.04897,0.50996494,-8.99381828,4.25808764,-0.00150493,-,-,0,11.37254906,-0.02101413,20,19.2156868,-,-,14.83189011,14.721982,32.76668549,26.21700478,0.05288246,0.04770366,-,-,-,50.98039246,41.5686264,-,-,1537.5,-,-,-,-,-,1.46808159,0.02446803,-,13.12335968,763.729187,136.0489655,43.74609756,-79.84179688,13,-,29,16.55467224,21.93496704,64.23197937,4.20504618,-,7.45098066,1164,58.57683182,57.16614914,10.98039246,-,-,7.60344362,825.3330078,358.480011
Fri May 25 19:37:12 EDT 2018,37:11.6,-79.84111428,43.74558898,26.476723,4,231.8280374,135.53552,0.4417302,-8.44434929,3.94444728,-0.00895504,-,-,0,9.4117651,-0.02434982,16.47058868,15.68627453,-,-,14.53177261,14.54792213,32.8720932,26.32316589,0.0512439,0.04755203,-,-,-,45.88235474,36.86274338,-,-,1550,-,-,-,-,-,1.32772243,0.02212871,-,13.12335968,760.5906372,135.5355225,43.74559021,-79.84111786,12,22.70372963,29,18.70266533,21.93089104,64.06842041,4.44897032,-,5.49019623,1167,59.22674179,58.40889359,9.8039217,105.1497269,-,7.65246344,828.3549805,358.480011
Fri May 25 19:37:15 EDT 2018,37:14.5,-79.84042851,43.7450765,26.739817,4,230.5992743,135.8969,0.82719666,-8.75798988,4.04979229,0.0061959,-,-,0,12.94117641,-0.03415013,24.31372643,23.92156982,-,-,14.64796257,14.6555872,32.97834778,26.43000031,0.03839882,0.04735017,-,-,-,60.39215851,46.27450943,-,-,1575,-,-,-,-,-,1.78862822,0.02981047,-,13.12335968,756.5593262,135.8968964,43.74507523,-79.84043121,13,-,29,13.88323784,21.92520523,63.90892029,4.68684864,-,8.62745094,1170,59.81526566,58.40889359,12.15686321,-,-,7.70175934,831.3170166,358.480011
Fri May 25 19:37:18 EDT 2018,37:17.5,-79.83973789,43.74456457,26.340298,4,230.4259481,135.4483,0.93972415,-9.22246456,4.46279192,0.02805012,-,-,0,13.33333397,-0.00356487,25.88235283,25.09803963,-,-,14.78388977,14.69596195,33.08372498,26.53612518,0.14880386,0.04735483,-,-,-,63.52941132,50.19607925,-,-,1562.5,-,-,-,-,-,1.85128748,0.03085479,-,13.12335968,755.9906616,135.4483032,43.74456406,-79.83973694,13,-,29,13.41334057,21.91547585,63.74796677,4.92689371,-,9.4117651,1173,58.92156219,58.40889359,13.33333397,-,-,7.75119638,834.3209839,358.480011
Fri May 25 19:37:21 EDT 2018,37:20.5,-79.8390486,43.74406569,25.823872,4,230.6614618,135.4857,0.69790977,-8.72327423,4.29998636,-0.01491037,-,-,0,13.72549057,-0.04309486,27.05882454,26.27450943,-,-,14.58784771,14.62373638,33.18651962,26.64017487,0.04282348,0.04730004,-,-,-,67.05882263,51.76470566,-,-,1525,-,-,-,-,-,1.93958437,0.03232641,-,13.12335968,756.7633667,135.4857025,43.74406433,-79.83905029,14,-,29,12.53031921,21.89990997,63.58755493,5.16612864,-,9.8039217,1176,57.76635361,57.16614914,13.72549057,-,-,7.79994678,837.3300171,358.480011
